date,currency_code,name,local_price,dollar_ex,dollar_price
2009-07-01,THB,Thailand,64.49,34.165,1.88760427337919
2009-07-01,TRY,Turkey,5.65,1.55005,3.64504370826748
2009-07-01,TWD,Taiwan,75.0,33.1755,2.2607044355021
2009-07-01,UAH,Ukraine,14.0,7.66,1.82767624020888
2009-07-01,UYU,Uruguay,61.0,23.17,2.6327147173068597
2009-07-01,USD,United States,3.57,1.0,3.57
2009-07-01,ZAR,South Africa,17.95,8.2805,2.16774349375038
2010-01-01,AED,UAE,11.0,3.673,2.9948271167982594
2010-01-01,ARS,Argentina,7.0,3.7985,1.8428326971172801
2010-01-01,AUD,Australia,4.35,1.09355,3.97787023912944
2010-01-01,BRL,Brazil,8.2,1.7233,4.75831253989439
2010-01-01,CAD,Canada,4.12,1.0368,3.9737654320987703
2010-01-01,CHF,Switzerland,6.5,1.03115,6.30364156524269
2010-01-01,CLP,Chile,1600.0,503.1,3.18028225004969
2010-01-01,CNY,China,12.5,6.8272,1.83091164752754
2010-01-01,COP,Colombia,8200.0,2095.6,3.91296048864287
2010-01-01,CRC,Costa Rica,2050.0,582.57,3.5188904337676203
2010-01-01,CZK,Czech Republic,67.64,18.21005,3.7144324150675
2010-01-01,DKK,Denmark,30.94,5.16195,5.99385890990808
2010-01-01,EGP,Egypt,13.0,5.465,2.37877401646844
2010-01-01,EUR,Euro area,3.36,0.693649638,4.84394399698368
2010-01-01,GBP,Britain,2.29,0.623752495,3.6713280000587405
2010-01-01,HKD,Hong Kong,14.8,7.75655,1.9080647968491102
2010-01-01,HUF,Hungary,720.0,186.6508,3.85747074215594
2010-01-01,IDR,Indonesia,20900.0,9320.0,2.2424892703862698
2010-01-01,ILS,Israel,14.9,3.7325,3.9919624916276
2010-01-01,JPY,Japan,320.0,91.54,3.49573956740223
2010-01-01,KRW,South Korea,3400.0,1140.5,2.98114861902674
2010-01-01,LKR,Sri Lanka,210.0,114.86,1.82831272853909
2010-01-01,MXN,Mexico,32.0,12.81375,2.49731733489416
2010-01-01,MYR,Malaysia,7.05,3.3875,2.08118081180812
2010-01-01,NOK,Norway,40.0,5.69555,7.02302674895313
2010-01-01,NZD,New Zealand,4.9,1.35685,3.6113055975236805
2010-01-01,PKR,Pakistan,200.0,82.6,2.42130750605327
2010-01-01,PEN,Peru,8.056000000000001,2.8705,2.8064797073680494
2010-01-01,PHP,Philippines,101.52,45.92,2.2108013937282203
2010-01-01,PLN,Poland,8.1,2.83565,2.85648793045686
2010-01-01,RUB,Russia,70.0,29.927,2.3390249607377998
2010-01-01,SAR,Saudi Arabia,10.0,3.7502,2.66652445202923
2010-01-01,SGD,Singapore,4.45,1.39555,3.1887069614130596
2010-01-01,SEK,Sweden,39.0,7.0821,5.50684119117211
2010-01-01,THB,Thailand,70.0,33.135,2.112569790252
2010-01-01,TRY,Turkey,5.65,1.47455,3.8316774609202797
2010-01-01,TWD,Taiwan,75.0,31.8425,2.35534270236319
2010-01-01,UAH,Ukraine,14.0,7.66,1.82767624020888
2010-01-01,UYU,Uruguay,77.0,23.17,3.32326283987915
2010-01-01,USD,United States,3.58,1.0,3.58
2010-01-01,ZAR,South Africa,17.95,7.3045,2.45738928058046
2010-07-01,AED,UAE,11.0,3.67285,2.99494942619492
2010-07-01,ARS,Argentina,14.0,3.93375,3.55894502700985
2010-07-01,AUD,Australia,4.35,1.133722578,3.8369175002881497
2010-07-01,BRL,Brazil,8.71,1.77495,4.907180483957299
2010-07-01,CAD,Canada,4.17,1.04235,4.000575622391709
2010-07-01,CHF,Switzerland,6.5,1.05085,6.185468906123611
2010-07-01,CLP,Chile,1750.0,523.65,3.34192685954359
2010-07-01,CNY,China,13.2,6.7769,1.9477932387965
2010-07-01,COP,Colombia,8200.0,1868.45,4.388664400974069
2010-07-01,CRC,Costa Rica,2000.0,522.115,3.83057372417954
2010-07-01,CZK,Czech Republic,67.64,19.7476,3.4252263566205494
2010-07-01,DKK,Denmark,28.5,5.81365,4.90225589775786
2010-07-01,EGP,Egypt,13.0,5.699,2.28110194771012
2010-07-01,EUR,Euro area,3.3800310710000003,0.78015291,4.33252382664316
2010-07-01,GBP,Britain,2.29,0.657375756,3.48354799990525
2010-07-01,HKD,Hong Kong,14.8,7.7742,1.90373285997273
2010-07-01,HUF,Hungary,740.0,221.96915,3.33379661092544
2010-07-01,IDR,Indonesia,22780.0,9063.0,2.5135164956416203
2010-07-01,ILS,Israel,14.9,3.8619,3.85820451073306
2010-07-01,JPY,Japan,320.0,87.18,3.67056664372563
2010-07-01,KRW,South Korea,3400.0,1204.45,2.82286520818631
2010-07-01,LKR,Sri Lanka,210.0,112.775,1.86211483041454
2010-07-01,MXN,Mexico,32.0,12.782,2.50352057580973
2010-07-01,MYR,Malaysia,7.05,3.2135,2.19386961257196
2010-07-01,NOK,Norway,45.0,6.24625,7.20432259355613
2010-07-01,NZD,New Zealand,5.0,1.39275766,3.5900000004307997
2010-07-01,PKR,Pakistan,210.0,85.525,2.4554223911137103
2010-07-01,PEN,Peru,10.0,2.8275,3.5366931918656097
2010-07-01,PHP,Philippines,102.0,46.47,2.19496449322143
2010-07-01,PLN,Poland,8.3,3.1969,2.5962651318464802
2010-07-01,RUB,Russia,71.0,30.44325,2.3322082891938303
2010-07-01,SAR,Saudi Arabia,10.0,3.75045,2.66634670506206
2010-07-01,SGD,Singapore,4.23,1.3742,3.0781545626546403
2010-07-01,SEK,Sweden,48.4,7.37355,6.564002414033951
2010-07-01,THB,Thailand,70.0,32.305,2.16684723726977
2010-07-01,TRY,Turkey,5.95,1.5293,3.89066893349899
2010-07-01,TWD,Taiwan,75.0,32.1055,2.336048340627
2010-07-01,UAH,Ukraine,14.5,7.899,1.8356754019496102
2010-07-01,UYU,Uruguay,79.0,21.1,3.74407582938389
2010-07-01,USD,United States,3.733333333,1.0,3.733333333
2010-07-01,ZAR,South Africa,18.45,7.5365,2.44808598155643
2011-07-01,AED,UAE,12.0,3.67305,3.2670396536938
2011-07-01,ARS,Argentina,20.0,4.1325,4.83968542044767
2011-07-01,AUD,Australia,4.56,0.9223815890000001,4.9437240014121695
2011-07-01,BRL,Brazil,9.5,1.5416,6.1624286455630495
2011-07-01,CAD,Canada,4.73,0.94585,5.00079293756938
2011-07-01,CHF,Switzerland,6.5,0.80615,8.06301556782237
2011-07-01,CLP,Chile,1850.0,462.75,3.99783900594273
2011-07-01,CNY,China,14.65,6.445,2.27307990690458
2011-07-01,COP,Colombia,8400.0,1770.5,4.74442247952556
2011-07-01,CRC,Costa Rica,2050.0,504.305,4.06500034701222
2011-07-01,CZK,Czech Republic,69.32,17.0219,4.072400848318931
2011-07-01,DKK,Denmark,28.5,5.19845,5.48240340870837
2011-07-01,EGP,Egypt,14.09,5.962000000000001,2.36330090573633
2011-07-01,EUR,Euro area,3.437660401,0.697520315,4.92840183586624
2011-07-01,GBP,Britain,2.39,0.614137444,3.8916369997462703
2011-07-01,HKD,Hong Kong,15.1,7.7918,1.93793475191868
2011-07-01,HUF,Hungary,760.0,188.0724,4.04099697775963
2011-07-01,IDR,Indonesia,22534.0,8523.0,2.64390472838203
2011-07-01,INR,India,84.0,44.4,1.8918918918918899
2011-07-01,ILS,Israel,15.9,3.40335,4.67186742474327
2011-07-01,JPY,Japan,320.0,78.365,4.08345562432208
2011-07-01,KRW,South Korea,3700.0,1056.2,3.50312440825601
2011-07-01,LKR,Sri Lanka,280.0,109.475,2.55766156656771
2011-07-01,MXN,Mexico,32.0,11.67075,2.74189747873958
2011-07-01,MYR,Malaysia,7.2,2.9730000000000003,2.4217961654894102
2011-07-01,NOK,Norway,45.0,5.41405,8.31170750177778
2011-07-01,NZD,New Zealand,5.1,1.1560693640000002,4.41150000061761
2011-07-01,PKR,Pakistan,205.13,86.345,2.37570212519544
2011-07-01,PEN,Peru,10.0,2.7375,3.6529680365296797
2011-07-01,PHP,Philippines,118.0,42.41,2.7823626503183196
2011-07-01,PLN,Poland,8.63,2.7968,3.08566933638444
2011-07-01,RUB,Russia,75.0,27.7525,2.70245923790649
2011-07-01,SAR,Saudi Arabia,10.0,3.7502,2.66652445202923
2011-07-01,SGD,Singapore,4.41,1.20705,3.65353547906052
2011-07-01,SEK,Sweden,48.4,6.3352,7.6398535168581905
2011-07-01,THB,Thailand,70.0,29.75,2.35294117647059
2011-07-01,TRY,Turkey,6.5,1.72285,3.77281829526656
2011-07-01,TWD,Taiwan,75.0,28.834,2.60109592841784
2011-07-01,UAH,Ukraine,16.5,7.994,2.06404803602702
2011-07-01,UYU,Uruguay,90.0,18.45,4.87804878048781
2011-07-01,USD,United States,4.065,1.0,4.065
2011-07-01,ZAR,South Africa,19.45,6.76885,2.87345708650657
2012-01-01,AED,UAE,12.0,3.673,3.26708412741628
2012-01-01,ARS,Argentina,20.0,4.3135,4.63660600440478
2012-01-01,AUD,Australia,4.8,0.972337012,4.9365600000424505
2012-01-01,BRL,Brazil,10.25,1.805,5.6786703601108
2012-01-01,CAD,Canada,4.73,1.02095,4.63293990890837
2012-01-01,CHF,Switzerland,6.5,0.9551,6.805570097372001
2012-01-01,CLP,Chile,2050.0,506.05,4.0509831044363205
2012-01-01,CNY,China,15.4,6.3155,2.43844509540021
2012-01-01,COP,Colombia,8400.0,1852.15,4.535269821558731
2012-01-01,CRC,Costa Rica,2050.0,509.54,4.02323664481689
2012-01-01,CZK,Czech Republic,70.22,20.36535,3.44801341494254
2012-01-01,DKK,Denmark,31.5,5.86135,5.374188540182719
2012-01-01,EGP,Egypt,15.5,6.037000000000001,2.56750041411297
2012-01-01,EUR,Euro area,3.49245637,0.788239467,4.43070477464433
2012-01-01,GBP,Britain,2.49,0.651253663,3.8233950017721403
2012-01-01,HKD,Hong Kong,16.5,7.76735,2.12427661943906
2012-01-01,HUF,Hungary,645.0,245.69425,2.6252140617861404
2012-01-01,IDR,Indonesia,22534.0,9160.0,2.46004366812227
2012-01-01,INR,India,84.0,51.905,1.61834120026972
2012-01-01,ILS,Israel,15.9,3.8485,4.13147979732363
2012-01-01,JPY,Japan,320.0,76.92,4.16016640665627
2012-01-01,KRW,South Korea,3700.0,1158.75,3.19309600862999
2012-01-01,LKR,Sri Lanka,290.0,113.93,2.5454226279294305
2012-01-01,MXN,Mexico,37.0,13.6844,2.7038087164946902
2012-01-01,MYR,Malaysia,7.35,3.13955,2.34109983914892
2012-01-01,NOK,Norway,41.0,6.0399,6.78819185748108
2012-01-01,NZD,New Zealand,5.1,1.26000126,4.04761500000405
2012-01-01,PKR,Pakistan,260.0,90.05,2.88728484175458
2012-01-01,PEN,Peru,10.0,2.6925,3.71402042711235
2012-01-01,PHP,Philippines,118.0,44.005,2.6815134643790497
2012-01-01,PLN,Poland,9.1,3.52045,2.58489681716826
2012-01-01,RUB,Russia,81.0,31.7693,2.54963124777694
2012-01-01,SAR,Saudi Arabia,10.0,3.7502,2.66652445202923
2012-01-01,SGD,Singapore,4.85,1.2928,3.7515470297029703
2012-01-01,SEK,Sweden,41.0,6.9338,5.91306354379994
2012-01-01,THB,Thailand,78.0,31.75,2.4566929133858304
2012-01-01,TRY,Turkey,6.6,1.86295,3.54276819023592
2012-01-01,TWD,Taiwan,75.0,29.9795,2.50170950149269
2012-01-01,UAH,Ukraine,17.0,8.0405,2.11429637460357
2012-01-01,UYU,Uruguay,90.0,19.45,4.62724935732648
2012-01-01,USD,United States,4.19722,1.0,4.19722
2012-01-01,ZAR,South Africa,19.95,8.1304,2.45375381285054
2012-07-01,AED,UAE,12.0,3.67295,3.26712860234961
2012-07-01,ARS,Argentina,19.0,4.56625,4.16096359156857
2012-07-01,AUD,Australia,4.56,0.9743264970000001,4.68015599908292
2012-07-01,BRL,Brazil,10.08,2.04215,4.935974340768309
2012-07-01,CAD,Canada,5.12,1.01945,5.02231595468145
2012-07-01,CHF,Switzerland,6.5,0.9906,6.56167979002625
2012-07-01,CLP,Chile,2050.0,493.05,4.1577933272487595
2012-07-01,CNY,China,15.65,6.3885,2.4497143304375095
2012-07-01,COP,Colombia,8600.0,1804.475,4.76592914836725
2012-07-01,CZK,Czech Republic,70.33,21.048000000000002,3.34141011022425
2012-07-01,DKK,Denmark,28.5,6.1356,4.6450224916878495
2012-07-01,EGP,Egypt,16.0,6.0665,2.63743509437072
2012-07-01,EUR,Euro area,3.5834822410000005,0.8248443109999999,4.3444346929611095
2012-07-01,GBP,Britain,2.69,0.646266197,4.1623715002999
2012-07-01,HKD,Hong Kong,16.5,7.75815,2.126795692272
2012-07-01,HUF,Hungary,830.0,238.2151,3.48424596089836
2012-07-01,IDR,Indonesia,24200.0,9482.5,2.55206960189823
2012-07-01,INR,India,89.0,56.165,1.58461675420636
2012-07-01,ILS,Israel,11.9,4.07625,2.91934989267096
2012-07-01,JPY,Japan,320.0,78.22,4.09102531321913
2012-07-01,KRW,South Korea,3700.0,1151.0,3.2145960034752403
2012-07-01,LKR,Sri Lanka,290.0,131.0,2.2137404580152698
2012-07-01,MXN,Mexico,37.0,13.687000000000001,2.70329509753781
2012-07-01,MYR,Malaysia,7.4,3.1735,2.33181030408067
2012-07-01,NOK,Norway,43.0,6.09205,7.05837936326852
2012-07-01,NZD,New Zealand,5.1,1.273560876,4.004520000659951
2012-07-01,PKR,Pakistan,285.0,94.605,3.01252576502299
2012-07-01,PHP,Philippines,118.0,42.2,2.7962085308056897
2012-07-01,PLN,Poland,9.1,3.46035,2.6297917840680896
2012-07-01,RUB,Russia,75.0,32.76525,2.28901046077781
2012-07-01,SAR,Saudi Arabia,10.0,3.75025,2.6664889007399504
2012-07-01,SGD,Singapore,4.4,1.2585,3.49622566547477
2012-07-01,SEK,Sweden,39.97301987,6.9777,5.72868135202144
2012-07-01,THB,Thailand,82.0,31.7,2.58675078864353
2012-07-01,TRY,Turkey,8.25,1.8269,4.51584651595599
2012-07-01,TWD,Taiwan,75.0,30.1955,2.4838138133165497
2012-07-01,UAH,Ukraine,15.0,8.0855,1.8551728402696201
2012-07-01,UYU,Uruguay,99.0,21.87,4.5267489711934195
2012-07-01,USD,United States,4.3275,1.0,4.3275
2012-07-01,ZAR,South Africa,19.95,8.4683,2.35584473861342
2013-01-01,AED,UAE,12.0,3.67305,3.2670396536938
2013-01-01,ARS,Argentina,19.0,4.9765,3.81794433839044
2013-01-01,AUD,Australia,4.7,0.959094615,4.90045499838408
2013-01-01,BRL,Brazil,11.25,1.99335,5.6437655203551795
2013-01-01,CAD,Canada,5.41,1.0029,5.394356366537041
2013-01-01,CHF,Switzerland,6.5,0.9123,7.12484928203442
2013-01-01,CLP,Chile,2050.0,471.75,4.34552199258082
2013-01-01,CNY,China,16.0,6.2204,2.5721818532570295
2013-01-01,COP,Colombia,8600.0,1773.175,4.85005710096296
2013-01-01,CRC,Costa Rica,2200.0,500.83,4.39270810454645
2013-01-01,CZK,Czech Republic,70.33,18.89495,3.72215856617774
2013-01-01,DKK,Denmark,28.5,5.49795,5.18375030693258
2013-01-01,EGP,Egypt,16.0,6.68575,2.3931496092435403
2013-01-01,EUR,Euro area,3.5948495719999998,0.7369468290000001,4.878031128620269
2013-01-01,GBP,Britain,2.69,0.633211968,4.248182498028839
2013-01-01,HKD,Hong Kong,17.0,7.7591,2.19097575749765
2013-01-01,HUF,Hungary,830.0,217.46935,3.81662979173847
2013-01-01,IDR,Indonesia,27939.0,9767.5,2.86040440235475
2013-01-01,INR,India,89.0,53.395,1.66682273621126
2013-01-01,ILS,Israel,14.9,3.72455,4.00048327985931
2013-01-01,JPY,Japan,320.0,91.065,3.5139735353868105
2013-01-01,KRW,South Korea,3700.0,1085.475,3.40864598447684
2013-01-01,LKR,Sri Lanka,350.0,126.45,2.76789244760775
2013-01-01,MXN,Mexico,37.0,12.7384,2.9046034038811803
2013-01-01,MYR,Malaysia,7.95,3.083,2.5786571521245496
2013-01-01,NOK,Norway,43.0,5.4831,7.842279002753919
2013-01-01,NZD,New Zealand,5.2,1.202428906,4.32458000140592
2013-01-01,PKR,Pakistan,290.0,97.665,2.96933394767829
2013-01-01,PEN,Peru,10.0,2.5595,3.90701308849385
2013-01-01,PHP,Philippines,118.0,40.6,2.9064039408867
2013-01-01,PLN,Poland,9.1,3.092,2.94307891332471
2013-01-01,RUB,Russia,72.88,30.045,2.4256947911466096
2013-01-01,SAR,Saudi Arabia,11.0,3.7502,2.93317689723215
2013-01-01,SGD,Singapore,4.5,1.23485,3.64416730777017
2013-01-01,SEK,Sweden,40.55930138,6.3492,6.38809635544636
2013-01-01,THB,Thailand,87.0,29.755,2.9238783397748302
2013-01-01,TRY,Turkey,8.45,1.76875,4.7773851590106
2013-01-01,TWD,Taiwan,75.0,29.502,2.54220052877771
2013-01-01,UAH,Ukraine,19.0,8.144,2.33300589390963
2013-01-01,UYU,Uruguay,105.0,19.28,5.44605809128631
2013-01-01,USD,United States,4.367395833,1.0,4.367395833
2013-01-01,ZAR,South Africa,20.9,9.047,2.3101580634464502
2013-07-01,AED,UAE,12.0,3.673,3.26708412741628
2013-07-01,ARS,Argentina,21.0,5.4125,3.87990762124711
2013-07-01,AUD,Australia,5.035,1.089858863,4.61986425117506
2013-07-01,BRL,Brazil,12.0,2.27065,5.28483033492612
2013-07-01,CAD,Canada,5.53,1.05125,5.260404280618309
2013-07-01,CHF,Switzerland,6.5,0.9674,6.7190407277238
2013-07-01,CLP,Chile,2000.0,508.155,3.93580698802531
2013-07-01,CNY,China,16.0,6.1341,2.60836960597317
2013-07-01,COP,Colombia,8600.0,1921.0,4.47683498178032
2013-07-01,CRC,Costa Rica,2150.0,498.675,4.31142527698401
2013-07-01,CZK,Czech Republic,70.45,20.1828,3.49059595298967
2013-07-01,DKK,Denmark,28.5,5.8006,4.9132848326035194
2013-07-01,EGP,Egypt,16.75,7.00915,2.38973341988686
2013-07-01,EUR,Euro area,3.6238704889999998,0.777756173,4.65939148386547
2013-07-01,GBP,Britain,2.69,0.669142494,4.02007049936362
2013-07-01,HKD,Hong Kong,17.0,7.75665,2.19166779473097
2013-07-01,HUF,Hungary,860.0,228.46200000000002,3.7643021596589397
2013-07-01,IDR,Indonesia,27939.0,9965.0,2.80371299548419
2013-07-01,INR,India,90.0,59.98,1.50050016672224
2013-07-01,ILS,Israel,17.5,3.64595,4.79984640491504
2013-07-01,JPY,Japan,320.0,100.105,3.1966435242994904
2013-07-01,KRW,South Korea,3900.0,1135.7,3.4340054591881697
2013-07-01,LKR,Sri Lanka,370.0,130.8,2.8287461773700295
2013-07-01,MXN,Mexico,37.0,12.94115,2.8590967572433703
2013-07-01,MYR,Malaysia,7.3,3.1805,2.2952365980191805
2013-07-01,NOK,Norway,46.0,6.1281,7.506404921590709
2013-07-01,NZD,New Zealand,5.5,1.279344975,4.29907500125211
2013-07-01,PKR,Pakistan,300.0,100.035,2.9989503673714197
2013-07-01,PEN,Peru,10.0,2.783,3.5932446999640697
2013-07-01,PHP,Philippines,115.21,43.44,2.6521639042357297
2013-07-01,PLN,Poland,9.2,3.3655,2.7336205615807496
2013-07-01,RUB,Russia,87.0,32.9389,2.64125395808603
2013-07-01,SAR,Saudi Arabia,10.0,3.7502,2.66652445202923
2013-07-01,SGD,Singapore,4.7,1.2747,3.68714207264454
2013-07-01,SEK,Sweden,41.61,6.7583,6.156873770030921
2013-07-01,THB,Thailand,89.0,31.275,2.8457234212629903
2013-07-01,TRY,Turkey,8.5,1.95745,4.34238422437355
2013-07-01,TWD,Taiwan,79.0,30.0285,2.63083404099439
2013-07-01,UAH,Ukraine,19.0,8.155,2.3298589822195
2013-07-01,UYU,Uruguay,105.0,21.085,4.97984349063315
2013-07-01,USD,United States,4.556666667,1.0,4.556666667
2013-07-01,ZAR,South Africa,22.5,10.04725,2.23941874642315
2014-01-01,AED,UAE,12.0,3.673,3.26708412741628
2014-01-01,ARS,Argentina,21.0,6.92125,3.0341340075853394
2014-01-01,AUD,Australia,5.05,1.128859288,4.473542498770669
2014-01-01,BRL,Brazil,12.4,2.36305,5.247455618797741
2014-01-01,CAD,Canada,5.54,1.1051,5.0131209845262905
2014-01-01,CHF,Switzerland,6.5,0.91005,7.14246469974177
2014-01-01,CLP,Chile,2000.0,541.95,3.6903773410831295
2014-01-01,CNY,China,16.6,6.0513,2.74321220233669
2014-01-01,COP,Colombia,8600.0,1982.795,4.33731172410663
2014-01-01,CRC,Costa Rica,2150.0,501.92,4.2835511635320405
2014-01-01,CZK,Czech Republic,70.45,20.2838,3.4732150780425797
2014-01-01,DKK,Denmark,28.5,5.5014,5.18049950921584
2014-01-01,EGP,Egypt,16.93,6.961,2.43212182157736
2014-01-01,EUR,Euro area,3.657962724,0.737218475,4.96184353491684
2014-01-01,GBP,Britain,2.79,0.603009015,4.62679649988317
2014-01-01,HKD,Hong Kong,18.0,7.75785,2.32023047622731
2014-01-01,HUF,Hungary,860.0,223.09705,3.8548246155652897
2014-01-01,IDR,Indonesia,27939.0,12140.0,2.30140032948929
2014-01-01,INR,India,95.0,61.845,1.5360983102918602
2014-01-01,ILS,Israel,17.5,3.4882,5.01691416776561
2014-01-01,JPY,Japan,310.0,104.245,2.9737637296752797
2014-01-01,KRW,South Korea,3700.0,1067.3,3.46669165183173
2014-01-01,LKR,Sri Lanka,350.0,130.8,2.67584097859327
2014-01-01,MXN,Mexico,37.0,13.33275,2.7751214115617597
2014-01-01,MYR,Malaysia,7.4,3.3235,2.2265683767113
2014-01-01,NOK,Norway,48.0,6.15745,7.79543479849613
2014-01-01,NZD,New Zealand,5.5,1.203007519,4.5718749992285
2014-01-01,PKR,Pakistan,320.0,105.415,3.03562111653939
2014-01-01,PEN,Peru,10.0,2.8065,3.56315695706396
2014-01-01,PHP,Philippines,135.0,45.23,2.98474463851426
2014-01-01,PLN,Poland,9.2,3.0684,2.9983053056967797
2014-01-01,RUB,Russia,89.0,33.93925,2.62233255007108
2014-01-01,SAR,Saudi Arabia,11.0,3.7504,2.9330204778157003
2014-01-01,SGD,Singapore,4.6,1.27885,3.59698166321304
2014-01-01,SEK,Sweden,40.7,6.47315,6.287510717347809
2014-01-01,THB,Thailand,96.0,32.875,2.92015209125475
2014-01-01,TRY,Turkey,8.5,2.26155,3.7584842254206197
2014-01-01,TWD,Taiwan,79.0,30.160999999999998,2.6192765491860404
2014-01-01,UAH,Ukraine,19.0,8.379,2.2675736961451203
2014-01-01,UYU,Uruguay,105.0,21.38,4.911131898971
2014-01-01,USD,United States,4.624166667,1.0,4.624166667
2014-01-01,ZAR,South Africa,23.5,10.87765,2.16039309961251
2014-07-01,AED,UAE,13.0,3.67305,3.5392929581682795
2014-07-01,ARS,Argentina,21.0,8.16875,2.5707727620505
2014-07-01,AUD,Australia,5.1,1.059378145,4.81414500013119
2014-07-01,BRL,Brazil,13.0,2.22025,5.855196486882111
2014-07-01,CAD,Canada,5.64,1.07405,5.25115218099716
2014-07-01,CHF,Switzerland,6.16,0.9024,6.826241134751769
2014-07-01,CLP,Chile,2100.0,564.14,3.72248023540256
2014-07-01,CNY,China,16.9,6.1983,2.72655405514415
2014-07-01,COP,Colombia,8600.0,1847.65,4.654561199361349
2014-07-01,CRC,Costa Rica,2150.0,537.3,4.0014889261120405
2014-07-01,CZK,Czech Republic,70.45,20.3877,3.4555148447348194
2014-07-01,DKK,Denmark,28.5,5.5388,5.14551888495703
2014-07-01,EGP,Egypt,16.93,7.15005,2.36781560968105
2014-07-01,EUR,Euro area,3.67923829,0.7427489140000001,4.95354246993891
2014-07-01,GBP,Britain,2.89,0.586785589,4.92513799618893
2014-07-01,HKD,Hong Kong,18.8,7.75045,2.42566560651317
2014-07-01,HUF,Hungary,860.0,228.30615,3.76687180787727
2014-07-01,IDR,Indonesia,27939.0,11505.0,2.42842242503259
2014-07-01,INR,India,105.0,60.08875,1.7474152815626898
2014-07-01,ILS,Israel,17.5,3.4138,5.12625227019743
2014-07-01,JPY,Japan,370.0,101.53,3.6442430808628
2014-07-01,KRW,South Korea,4100.0,1023.75,4.00488400488401
2014-07-01,LKR,Sri Lanka,350.0,130.255,2.6870369659513997
2014-07-01,MXN,Mexico,42.0,12.93255,3.2476193790087797
2014-07-01,MYR,Malaysia,7.63,3.1675,2.40883977900553
2014-07-01,NOK,Norway,48.0,6.1873,7.75782651560455
2014-07-01,NZD,New Zealand,5.7,1.152737752,4.94475000069227
2014-07-01,PKR,Pakistan,300.0,98.68,3.04012971220105
2014-07-01,PEN,Peru,10.0,2.7880000000000003,3.5868005738880897
2014-07-01,PHP,Philippines,160.0,43.205,3.7032750839023296
2014-07-01,PLN,Poland,9.2,3.0714,2.99537670117862
2014-07-01,RUB,Russia,89.0,34.83725,2.5547366683650403
2014-07-01,SAR,Saudi Arabia,11.0,3.75035,2.9330595811057596
2014-07-01,SGD,Singapore,4.7,1.238,3.7964458804523398
2014-07-01,SEK,Sweden,40.7,6.836,5.9537741369221795
2014-07-01,THB,Thailand,99.0,31.78,3.1151667715544398
2014-07-01,TRY,Turkey,9.25,2.09125,4.42319187089062
2014-07-01,TWD,Taiwan,79.0,29.982,2.6349142819024802
2014-07-01,UAH,Ukraine,19.0,11.685,1.6260162601626
2014-07-01,UYU,Uruguay,113.0,22.97,4.91946016543317
2014-07-01,USD,United States,4.795,1.0,4.795
2014-07-01,VND,Vietnam,60000.0,21230.0,2.82618935468676
2014-07-01,ZAR,South Africa,24.5,10.5145,2.33011555471016
2015-01-01,AED,UAE,13.0,3.67305,3.5392929581682795
2015-01-01,ARS,Argentina,28.0,8.61,3.2520325203252
2015-01-01,AUD,Australia,5.3,1.227219734,4.31870499892076
2015-01-01,BRL,Brazil,13.5,2.59275,5.20682672837721
2015-01-01,CAD,Canada,5.7,1.22855,4.63961580725245
2015-01-01,CHF,Switzerland,6.5,0.86165,7.54366622178379
2015-01-01,CLP,Chile,2100.0,627.485,3.3466935464592797
2015-01-01,CNY,China,17.2,6.2115,2.7690573935442298
2015-01-01,COP,Colombia,7900.0,2364.98,3.3404087983830695
2015-01-01,CRC,Costa Rica,2150.0,536.09,4.01052062153743
2015-01-01,CZK,Czech Republic,70.45,24.13325,2.9192089751691097
2015-01-01,DKK,Denmark,34.5,6.4174,5.37600897559759
2015-01-01,EGP,Egypt,16.93,7.35005,2.3033856912538
2015-01-01,EUR,Euro area,3.68,0.8630734040000001,4.26383200194175
2015-01-01,GBP,Britain,2.89,0.6615944429999999,4.36823499740308
2015-01-01,HKD,Hong Kong,18.8,7.75135,2.42538396537377
2015-01-01,HUF,Hungary,860.0,271.39345,3.16883108269562
2015-01-01,IDR,Indonesia,27939.0,12480.0,2.23870192307692
2015-01-01,INR,India,116.25,61.615,1.88671589710298
2015-01-01,ILS,Israel,17.5,3.93415,4.4482289694088895
2015-01-01,JPY,Japan,370.0,117.765,3.14185029507918
2015-01-01,KRW,South Korea,4100.0,1083.3,3.7847318379027097
2015-01-01,LKR,Sri Lanka,350.0,131.875,2.65402843601896
2015-01-01,MXN,Mexico,49.0,14.6275,3.3498547256879196
2015-01-01,MYR,Malaysia,7.63,3.6155,2.11035818005808
2015-01-01,NOK,Norway,48.0,7.6225,6.29714660544441
2015-01-01,NZD,New Zealand,5.9,1.313283866,4.49255500105261
2015-01-01,PKR,Pakistan,300.0,100.735,2.9781108849952798
2015-01-01,PEN,Peru,10.0,3.008,3.32446808510638
2015-01-01,PHP,Philippines,163.0,44.41,3.67034451700068
2015-01-01,PLN,Poland,9.2,3.7066,2.4820590298386698
2015-01-01,RUB,Russia,89.0,65.227,1.36446563539639
2015-01-01,SAR,Saudi Arabia,11.0,3.7569,2.9279459128536804
2015-01-01,SGD,Singapore,4.7,1.33315,3.5254847541537004
2015-01-01,SEK,Sweden,40.7,8.19145,4.96859530363977
2015-01-01,THB,Thailand,99.0,32.605,3.03634411900015
2015-01-01,TRY,Turkey,9.25,2.33345,3.9640875099102204
